id;category;difficulty;question_fr;question_en;choices_fr;choices_en;correct;explanation_fr;explanation_en;source_hint
468;Film;2;"Quel acteur joue Vito Corleone dans Le Parrain (1972) ?";"Which actor plays Vito Corleone in The Godfather (1972)?";"A) Al Pacino | B) Robert De Niro | C) Marlon Brando | D) James Caan";"A) Al Pacino | B) Robert De Niro | C) Marlon Brando | D) James Caan";"C";"Marlon Brando a gagné l'Oscar (qu'il a refusé) pour ce rôle.";"Marlon Brando won the Oscar (which he declined) for this role.";"Cinema"
469;Film;2;"Quel réalisateur français a réalisé Amélie Poulain (2001) ?";"Which French director made Amélie (2001)?";"A) Luc Besson | B) Jean-Pierre Jeunet | C) François Ozon | D) Jacques Audiard";"A) Luc Besson | B) Jean-Pierre Jeunet | C) François Ozon | D) Jacques Audiard";"B";"Jean-Pierre Jeunet a réalisé ce film avec Audrey Tautou.";"Jean-Pierre Jeunet directed this film with Audrey Tautou.";"Cinema"
470;Film;2;"Quel acteur français a joué dans Léon et Le Cinquième Élément ?";"Which French actor starred in Léon and The Fifth Element?";"A) Gérard Depardieu | B) Jean Reno | C) Vincent Cassel | D) Omar Sy";"A) Gérard Depardieu | B) Jean Reno | C) Vincent Cassel | D) Omar Sy";"B";"Jean Reno a collaboré plusieurs fois avec Luc Besson.";"Jean Reno collaborated multiple times with Luc Besson.";"Cinema"
471;Film;2;"Quel film français avec Omar Sy (2011) a dépassé 19 millions d'entrées ?";"Which French film with Omar Sy (2011) exceeded 19 million admissions?";"A) Intouchables | B) De l'autre côté du périph | C) Samba | D) Demain tout commence";"A) The Intouchables | B) On the Other Side | C) Samba | D) Two is a Family";"A";"Intouchables est le 2e plus gros succès français au box-office.";"The Intouchables is France's 2nd biggest box office hit.";"Cinema"
472;Film;3;"Quel film de Stanley Kubrick (1968) est un chef-d'œuvre de la SF ?";"Which Stanley Kubrick film (1968) is a sci-fi masterpiece?";"A) A Clockwork Orange | B) 2001: A Space Odyssey | C) The Shining | D) Dr. Strangelove";"A) A Clockwork Orange | B) 2001: A Space Odyssey | C) The Shining | D) Dr. Strangelove";"B";"2001: L'Odyssée de l'espace a révolutionné le genre.";"2001: A Space Odyssey revolutionized the genre.";"Cinema"
473;Film;2;"Quel acteur a joué Han Solo dans Star Wars (1977-1983) ?";"Which actor played Han Solo in Star Wars (1977-1983)?";"A) Mark Hamill | B) Harrison Ford | C) Alec Guinness | D) Billy Dee Williams";"A) Mark Hamill | B) Harrison Ford | C) Alec Guinness | D) Billy Dee Williams";"B";"Harrison Ford a joué Han Solo dans la trilogie originale.";"Harrison Ford played Han Solo in the original trilogy.";"Cinema"
474;Film;2;"Quel acteur joue Tony Stark/Iron Man dans le MCU ?";"Which actor plays Tony Stark/Iron Man in the MCU?";"A) Chris Evans | B) Robert Downey Jr. | C) Chris Hemsworth | D) Mark Ruffalo";"A) Chris Evans | B) Robert Downey Jr. | C) Chris Hemsworth | D) Mark Ruffalo";"B";"Robert Downey Jr. a incarné Iron Man de 2008 à 2019.";"Robert Downey Jr. played Iron Man from 2008 to 2019.";"Cinema"
475;Film;2;"Quel acteur joue Neo dans la trilogie Matrix ?";"Which actor plays Neo in the Matrix trilogy?";"A) Laurence Fishburne | B) Keanu Reeves | C) Hugo Weaving | D) Carrie-Anne Moss";"A) Laurence Fishburne | B) Keanu Reeves | C) Hugo Weaving | D) Carrie-Anne Moss";"B";"Keanu Reeves incarne Neo, l'Élu.";"Keanu Reeves plays Neo, The One.";"Cinema"
476;Film;2;"Quel réalisateur a créé le premier Alien (1979) ?";"Which director created the first Alien (1979)?";"A) James Cameron | B) Ridley Scott | C) David Fincher | D) John Carpenter";"A) James Cameron | B) Ridley Scott | C) David Fincher | D) John Carpenter";"B";"Ridley Scott a réalisé le premier Alien.";"Ridley Scott directed the first Alien.";"Cinema"
477;Film;2;"Quel film de James Cameron (2009) est le plus rentable de l'histoire ?";"Which James Cameron film (2009) is the highest-grossing ever?";"A) Titanic | B) Avatar | C) Terminator 2 | D) The Abyss";"A) Titanic | B) Avatar | C) Terminator 2 | D) The Abyss";"B";"Avatar a dépassé 2,9 milliards de dollars au box-office.";"Avatar exceeded $2.9 billion at the box office.";"Cinema"
478;Musique;2;"Quel est le premier album studio des Beatles, sorti en 1963 ?";"What was The Beatles' first studio album, released in 1963?";"A) Rubber Soul | B) Please Please Me | C) A Hard Day's Night | D) Help!";"A) Rubber Soul | B) Please Please Me | C) A Hard Day's Night | D) Help!";"B";"Please Please Me est sorti le 22 mars 1963.";"Please Please Me was released on March 22, 1963.";"Music"
479;Musique;2;"Quel album des Beatles de 1967 est considéré comme révolutionnaire ?";"Which 1967 Beatles album is considered revolutionary?";"A) Revolver | B) Sgt. Pepper's Lonely Hearts Club Band | C) The White Album | D) Abbey Road";"A) Revolver | B) Sgt. Pepper's Lonely Hearts Club Band | C) The White Album | D) Abbey Road";"B";"Sgt. Pepper's a révolutionné la musique pop en 1967.";"Sgt. Pepper's revolutionized pop music in 1967.";"Music"
480;Musique;2;"Quel membre des Beatles a été assassiné en 1980 ?";"Which Beatles member was assassinated in 1980?";"A) Paul McCartney | B) John Lennon | C) George Harrison | D) Ringo Starr";"A) Paul McCartney | B) John Lennon | C) George Harrison | D) Ringo Starr";"B";"John Lennon a été tué le 8 décembre 1980 à New York.";"John Lennon was killed on December 8, 1980 in New York.";"Music"
481;Musique;2;"Quel est le premier album éponyme de Queen, sorti en 1973 ?";"What was Queen's first self-titled album, released in 1973?";"A) Queen II | B) Queen | C) Sheer Heart Attack | D) A Night at the Opera";"A) Queen II | B) Queen | C) Sheer Heart Attack | D) A Night at the Opera";"B";"L'album Queen est sorti le 13 juillet 1973.";"The album Queen was released on July 13, 1973.";"Music"
482;Musique;2;"Quel album de Queen contient Bohemian Rhapsody ?";"Which Queen album contains Bohemian Rhapsody?";"A) Queen II | B) Sheer Heart Attack | C) A Night at the Opera | D) News of the World";"A) Queen II | B) Sheer Heart Attack | C) A Night at the Opera | D) News of the World";"C";"A Night at the Opera (1975) contient ce titre légendaire.";"A Night at the Opera (1975) contains this legendary track.";"Music"
483;Musique;2;"Quel chanteur de Queen est décédé en 1991 ?";"Which Queen singer died in 1991?";"A) Brian May | B) Freddie Mercury | C) Roger Taylor | D) John Deacon";"A) Brian May | B) Freddie Mercury | C) Roger Taylor | D) John Deacon";"B";"Freddie Mercury est mort le 24 novembre 1991.";"Freddie Mercury died on November 24, 1991.";"Music"
484;Musique;2;"Quel est le premier album de The Cure, sorti en 1979 ?";"What was The Cure's first album, released in 1979?";"A) Seventeen Seconds | B) Three Imaginary Boys | C) Faith | D) Pornography";"A) Seventeen Seconds | B) Three Imaginary Boys | C) Faith | D) Pornography";"B";"Three Imaginary Boys est sorti le 8 mai 1979.";"Three Imaginary Boys was released on May 8, 1979.";"Music"
485;Musique;2;"Quel album de Nirvana (1991) contient Smells Like Teen Spirit ?";"Which Nirvana album (1991) contains Smells Like Teen Spirit?";"A) Bleach | B) Nevermind | C) In Utero | D) Unplugged in New York";"A) Bleach | B) Nevermind | C) In Utero | D) Unplugged in New York";"B";"Nevermind est sorti le 24 septembre 1991.";"Nevermind was released on September 24, 1991.";"Music"
486;Musique;2;"Quel chanteur de Nirvana est décédé en 1994 ?";"Which Nirvana singer died in 1994?";"A) Dave Grohl | B) Kurt Cobain | C) Krist Novoselic | D) Pat Smear";"A) Dave Grohl | B) Kurt Cobain | C) Krist Novoselic | D) Pat Smear";"B";"Kurt Cobain est mort le 5 avril 1994.";"Kurt Cobain died on April 5, 1994.";"Music"
487;Musique;2;"Quel groupe a sorti l'album The Dark Side of the Moon (1973) ?";"Which band released The Dark Side of the Moon (1973)?";"A) Led Zeppelin | B) Pink Floyd | C) Deep Purple | D) Yes";"A) Led Zeppelin | B) Pink Floyd | C) Deep Purple | D) Yes";"B";"Pink Floyd a sorti cet album culte en 1973.";"Pink Floyd released this cult album in 1973.";"Music"
488;Musique;2;"Quel groupe britannique est connu pour Stairway to Heaven ?";"Which British band is known for Stairway to Heaven?";"A) The Who | B) Led Zeppelin | C) Deep Purple | D) Black Sabbath";"A) The Who | B) Led Zeppelin | C) Deep Purple | D) Black Sabbath";"B";"Stairway to Heaven est sur l'album IV de Led Zeppelin (1971).";"Stairway to Heaven is on Led Zeppelin's IV album (1971).";"Music"
489;Musique;2;"Quel chanteur des Rolling Stones est le leader du groupe depuis 1962 ?";"Which Rolling Stones singer has been the band's leader since 1962?";"A) Keith Richards | B) Mick Jagger | C) Charlie Watts | D) Ron Wood";"A) Keith Richards | B) Mick Jagger | C) Charlie Watts | D) Ron Wood";"B";"Mick Jagger est le chanteur emblématique des Rolling Stones.";"Mick Jagger is the iconic Rolling Stones singer.";"Music"
490;Musique;2;"Quel guitariste légendaire a fondé The Jimi Hendrix Experience ?";"Which legendary guitarist founded The Jimi Hendrix Experience?";"A) Eric Clapton | B) Jimi Hendrix | C) Jeff Beck | D) Jimmy Page";"A) Eric Clapton | B) Jimi Hendrix | C) Jeff Beck | D) Jimmy Page";"B";"Jimi Hendrix est considéré comme l'un des plus grands guitaristes.";"Jimi Hendrix is considered one of the greatest guitarists.";"Music"
491;Musique;2;"Quel album de Michael Jackson (1982) est l'album le plus vendu de l'histoire ?";"Which Michael Jackson album (1982) is the best-selling album ever?";"A) Bad | B) Thriller | C) Off the Wall | D) Dangerous";"A) Bad | B) Thriller | C) Off the Wall | D) Dangerous";"B";"Thriller s'est vendu à plus de 70 millions d'exemplaires.";"Thriller has sold over 70 million copies.";"Music"
492;Musique;2;"Quel artiste est surnommé « The King of Pop » ?";"Which artist is nicknamed 'The King of Pop'?";"A) Elvis Presley | B) Michael Jackson | C) Prince | D) James Brown";"A) Elvis Presley | B) Michael Jackson | C) Prince | D) James Brown";"B";"Michael Jackson a reçu ce titre en 1989.";"Michael Jackson received this title in 1989.";"Music"
493;Musique;2;"Quel artiste est surnommé « The King » (du rock'n'roll) ?";"Which artist is nicknamed 'The King' (of rock'n'roll)?";"A) Chuck Berry | B) Elvis Presley | C) Little Richard | D) Jerry Lee Lewis";"A) Chuck Berry | B) Elvis Presley | C) Little Richard | D) Jerry Lee Lewis";"B";"Elvis Presley est considéré comme le roi du rock'n'roll.";"Elvis Presley is considered the king of rock'n'roll.";"Music"
494;Musique;2;"Quel groupe irlandais a sorti l'album The Joshua Tree (1987) ?";"Which Irish band released The Joshua Tree (1987)?";"A) The Cranberries | B) U2 | C) Thin Lizzy | D) The Pogues";"A) The Cranberries | B) U2 | C) Thin Lizzy | D) The Pogues";"B";"U2 a sorti cet album devenu classique.";"U2 released this classic album.";"Music"
495;Musique;2;"Quel groupe a chanté Smells Like Teen Spirit ?";"Which band sang Smells Like Teen Spirit?";"A) Pearl Jam | B) Nirvana | C) Soundgarden | D) Alice in Chains";"A) Pearl Jam | B) Nirvana | C) Soundgarden | D) Alice in Chains";"B";"Nirvana a popularisé le grunge avec ce titre.";"Nirvana popularized grunge with this track.";"Music"
496;Musique;2;"Quel groupe britannique a chanté Wonderwall (1995) ?";"Which British band sang Wonderwall (1995)?";"A) Blur | B) Oasis | C) Pulp | D) Radiohead";"A) Blur | B) Oasis | C) Pulp | D) Radiohead";"B";"Wonderwall est sur l'album (What's the Story) Morning Glory? d'Oasis.";"Wonderwall is on Oasis's (What's the Story) Morning Glory? album.";"Music"
497;Musique;2;"Quel groupe a sorti l'album OK Computer (1997) ?";"Which band released OK Computer (1997)?";"A) Blur | B) Radiohead | C) Muse | D) Coldplay";"A) Blur | B) Radiohead | C) Muse | D) Coldplay";"B";"Radiohead a sorti cet album considéré comme un chef-d'œuvre.";"Radiohead released this album considered a masterpiece.";"Music"
498;Musique;2;"Quel duo français a sorti l'album Discovery (2001) ?";"Which French duo released Discovery (2001)?";"A) Air | B) Daft Punk | C) Justice | D) Phoenix";"A) Air | B) Daft Punk | C) Justice | D) Phoenix";"B";"Daft Punk a sorti cet album contenant One More Time.";"Daft Punk released this album containing One More Time.";"Music"
499;Musique;2;"Quel groupe américain a sorti l'album Appetite for Destruction (1987) ?";"Which American band released Appetite for Destruction (1987)?";"A) Mötley Crüe | B) Guns N' Roses | C) Bon Jovi | D) Def Leppard";"A) Mötley Crüe | B) Guns N' Roses | C) Bon Jovi | D) Def Leppard";"B";"C'est l'album de début de Guns N' Roses.";"This is Guns N' Roses' debut album.";"Music"
500;Musique;2;"Quel groupe américain a sorti Master of Puppets (1986) ?";"Which American band released Master of Puppets (1986)?";"A) Slayer | B) Metallica | C) Megadeth | D) Anthrax";"A) Slayer | B) Metallica | C) Megadeth | D) Anthrax";"B";"Metallica a sorti cet album de thrash metal légendaire.";"Metallica released this legendary thrash metal album.";"Music"
501;Musique;2;"Quel groupe australien a sorti Back in Black (1980) ?";"Which band released Back in Black (1980)?";"A) Iron Maiden | B) AC/DC | C) Judas Priest | D) Motörhead";"A) Iron Maiden | B) AC/DC | C) Judas Priest | D) Motörhead";"B";"AC/DC a sorti cet album après la mort de Bon Scott.";"AC/DC released this album after Bon Scott's death.";"Music"
502;Musique;2;"Quelle chanteuse a sorti l'album 21 (2011), vendu à plus de 31 millions ?";"Which singer released the album 21 (2011), selling over 31 million copies?";"A) Taylor Swift | B) Adele | C) Beyoncé | D) Rihanna";"A) Taylor Swift | B) Adele | C) Beyoncé | D) Rihanna";"B";"Adele a connu un succès mondial avec cet album.";"Adele achieved worldwide success with this album.";"Music"
503;Musique;2;"Quel rappeur américain a sorti The Marshall Mathers LP (2000) ?";"Which American rapper released The Marshall Mathers LP (2000)?";"A) Jay-Z | B) Eminem | C) 50 Cent | D) Dr. Dre";"A) Jay-Z | B) Eminem | C) 50 Cent | D) Dr. Dre";"B";"Eminem a sorti cet album devenu classique du hip-hop.";"Eminem released this hip-hop classic album.";"Music"
504;Musique;2;"Quel groupe britannique a chanté Creep (1992) ?";"Which British band sang Creep (1992)?";"A) Blur | B) Radiohead | C) Oasis | D) Suede";"A) Blur | B) Radiohead | C) Oasis | D) Suede";"B";"Creep est le premier single à succès de Radiohead.";"Creep is Radiohead's first successful single.";"Music"
505;Musique;2;"Quel chanteur français a interprété Pour que tu m'aimes encore (1995) ?";"Which singer performed Pour que tu m'aimes encore (1995)?";"A) Patricia Kaas | B) Céline Dion | C) Mylène Farmer | D) Vanessa Paradis";"A) Patricia Kaas | B) Céline Dion | C) Mylène Farmer | D) Vanessa Paradis";"B";"Céline Dion a chanté ce titre écrit par Jean-Jacques Goldman.";"Céline Dion sang this song written by Jean-Jacques Goldman.";"Music"
506;Musique;2;"Quel groupe français a sorti l'album Moon Safari (1998) ?";"Which French band released Moon Safari (1998)?";"A) Daft Punk | B) Air | C) Phoenix | D) Justice";"A) Daft Punk | B) Air | C) Phoenix | D) Justice";"B";"Air a sorti cet album contenant Sexy Boy.";"Air released this album containing Sexy Boy.";"Music"
507;Musique;2;"Quelle chanteuse française est connue pour Libertine et Désenchantée ?";"Which French singer is known for Libertine and Désenchantée?";"A) Patricia Kaas | B) Mylène Farmer | C) Vanessa Paradis | D) Alizée";"A) Patricia Kaas | B) Mylène Farmer | C) Vanessa Paradis | D) Alizée";"B";"Mylène Farmer est une icône de la pop française.";"Mylène Farmer is a French pop icon.";"Music"
508;Musique;2;"Quel groupe britannique a chanté Don't Stop Me Now ?";"Which British band sang Don't Stop Me Now?";"A) The Who | B) Queen | C) Led Zeppelin | D) Pink Floyd";"A) The Who | B) Queen | C) Led Zeppelin | D) Pink Floyd";"B";"Don't Stop Me Now est sur l'album Jazz de Queen (1978).";"Don't Stop Me Now is on Queen's Jazz album (1978).";"Music"
509;Musique;2;"Quel groupe a sorti l'album Rumours (1977), vendu à plus de 40 millions ?";"Which band released Rumours (1977), selling over 40 million copies?";"A) Eagles | B) Fleetwood Mac | C) ABBA | D) Bee Gees";"A) Eagles | B) Fleetwood Mac | C) ABBA | D) Bee Gees";"B";"Fleetwood Mac a sorti cet album légendaire.";"Fleetwood Mac released this legendary album.";"Music"
510;Musique;2;"Quel groupe suédois a chanté Dancing Queen (1976) ?";"Which Swedish band sang Dancing Queen (1976)?";"A) Roxette | B) ABBA | C) Ace of Base | D) Europe";"A) Roxette | B) ABBA | C) Ace of Base | D) Europe";"B";"ABBA a connu un succès mondial avec ce titre.";"ABBA achieved worldwide success with this track.";"Music"
511;Musique;2;"Quel artiste britannique a chanté Space Oddity (1969) ?";"Which British artist sang Space Oddity (1969)?";"A) Elton John | B) David Bowie | C) Rod Stewart | D) Freddie Mercury";"A) Elton John | B) David Bowie | C) Rod Stewart | D) Freddie Mercury";"B";"David Bowie a sorti ce titre 5 jours avant Apollo 11.";"David Bowie released this track 5 days before Apollo 11.";"Music"
512;Musique;2;"Quel batteur de Nirvana a fondé Foo Fighters ?";"Which Nirvana drummer founded Foo Fighters?";"A) Kurt Cobain | B) Dave Grohl | C) Krist Novoselic | D) Pat Smear";"A) Kurt Cobain | B) Dave Grohl | C) Krist Novoselic | D) Pat Smear";"B";"Dave Grohl a fondé Foo Fighters en 1994.";"Dave Grohl founded Foo Fighters in 1994.";"Music"
